week,location,average_price
12-08-2017,Cochin,112.60(117.70)
12-08-2017,Coonoor,71.80(90.33)
12-08-2017,Coimbatore,85.17(92.09)
05-08-2017,Kolkata,172.64(175.75)
05-08-2017,Guwahati,157.16(144.60)
05-08-2017,Siliguri,127.64(132.32)
05-08-2017,Jalpaiguri,NS(NS)
05-08-2017,mjunction,
05-08-2017,Cochin,113.23(117.26)
05-08-2017,Coonoor,74.82(88.29)
05-08-2017,Coimbatore,83.93(90.94)
29-07-2017,Kolkata,177.56(177.98)
29-07-2017,Guwahati,154.10(146.36)
29-07-2017,Siliguri,126.41(135.79)
29-07-2017,Jalpaiguri,NS(NS)
29-07-2017,mjunction,
29-07-2017,Cochin,110.06(121.14)
29-07-2017,Coonoor,75.67(87.47)
29-07-2017,Coimbatore,81.00(91.47)
22-07-2017,Kolkata,181.57(179.87)
22-07-2017,Guwahati,151.93(150.21)
22-07-2017,Siliguri,129.39(138.38)
22-07-2017,Jalpaiguri,NS(NS)
22-07-2017,mjunction,
22-07-2017,Cochin,109.91(115.50)
22-07-2017,Coonoor,73.51(90.20)
22-07-2017,Coimbatore,83.39(93.63)
22-07-2017,Kolkata,177.56(187.07)
22-07-2017,Guwahati,151.95(154.34)
22-07-2017,Siliguri,132.76(142.89)
22-07-2017,Jalpaiguri,NS(NS)
22-07-2017,mjunction,
22-07-2017,Cochin,110.82(113.63)
22-07-2017,Coonoor,71.41(93.41)
22-07-2017,Coimbatore,87.01(94.87)
15-07-2017,Kolkata,189.36(180.75)
15-07-2017,Guwahati,153.21(156.04)
15-07-2017,Siliguri,132.59(140.11)
15-07-2017,Jalpaiguri,NS(NS)
15-07-2017,mjunction,
15-07-2017,Cochin,108.88(111.72)
15-07-2017,Coonoor,82.54(96.80)
15-07-2017,Coimbatore,93.58(97.43)
08-07-2017,Kolkata,184.15(183.26)
08-07-2017,Guwahati,151.22(155.28)
08-07-2017,Siliguri,135.59(111.33)
08-07-2017,Jalpaiguri,NS(NS)
08-07-2017,mjunction,
08-07-2017,Cochin,108.67(114.75)
08-07-2017,Coonoor,73.31(97.68)
08-07-2017,Coimbatore,88.67(99.14)
01-07-2017,Kolkata,179.98(180.91)
01-07-2017,Guwahati,157.82(153.32)
01-07-2017,Siliguri,140.97(118.13)
01-07-2017,Jalpaiguri,NS(NS)
01-07-2017,mjunction,
01-07-2017,Cochin,113.16(120.76)
01-07-2017,Coonoor,77.77(98.20)
01-07-2017,Coimbatore,88.62(100.32)
24-06-2017,Kolkata,176.75(181.65)
24-06-2017,Guwahati,157.68(153.29)
24-06-2017,Siliguri,144.50(145.44)
24-06-2017,Jalpaiguri, NS(NS)
24-06-2017,mjunction,
24-06-2017,Cochin,114.67(117.84)
24-06-2017,Coonoor,77.91(99.18)
24-06-2017,Coimbatore,88.37(100.68)
10-06-2017,Kolkata,171.31(171.84)
10-06-2017,Guwahati,150.64(150.41)
10-06-2017,Siliguri,138.24(142.79)
10-06-2017,Jalpaiguri,NS(NS)
10-06-2017,mjunction,
10-06-2017,Cochin,114.96(118.83)
10-06-2017,Coonoor,78.61(99.44)
10-06-2017,Coimbatore,88.67(102.44)
03-06-2017,Kolkata,159.56(159.29)
03-06-2017,Guwahati,140.27(146.72)
03-06-2017,Siliguri,132.88(144.44)
03-06-2017,Jalpaiguri,NS(NS)
03-06-2017,mjunction,
03-06-2017,Cochin,111.81(114.51)
03-06-2017,Coonoor,79.89(98.39)
03-06-2017,Coimbatore,90.13(101.07)
27-05-2017,Kolkata,160.02(159.45)
27-05-2017,Guwahati,131.51(133.93)
27-05-2017,Siliguri,135.55(141.03)
27-05-2017,Jalpaiguri,NS(NS)
27-05-2017,mjunction,
27-05-2017,Cochin,116.31(117.50)
27-05-2017,Coonoor,84.37(97.92)
27-05-2017,Coimbatore,93.53(100.21)
20-05-2017,Kolkata,171.53(161.59)
20-05-2017,Guwahati,132.07(129.56)
20-05-2017,Siliguri,143.32(142.38)
20-05-2017,Jalpaiguri,NS(NS)
20-05-2017,mjunction,
20-05-2017,Cochin,119.59(116.75)
20-05-2017,Coonoor,87.76(96.62)
20-05-2017,Coimbatore,93.98(100.11)
13-05-2017,Kolkata,172.36(164.41)
13-05-2017,Guwahati,139.69(136.34)
13-05-2017,Siliguri,140.96(136.63)
13-05-2017,Jalpaiguri,NS(NS)
13-05-2017,mjunction,
13-05-2017,Cochin,117.98(118.30)
13-05-2017,Coonoor,88.29(97.51)
13-05-2017,Coimbatore,94.19(102.33)
06-05-2017,Kolkata,175.16(165.89)
06-05-2017,Guwahati,142.32(133.57)
06-05-2017,Siliguri,138.16(131.53)
06-05-2017,Jalpaiguri,NS(NS)
06-05-2017,mjunction,
06-05-2017,Cochin,122.87(115.17)
06-05-2017,Coonoor,87.93(97.23)
06-05-2017,Coimbatore,99.71(103.28)
29-04-2017,Kolkata,163.15(170.19)
29-04-2017,Guwahati,149.23(140.08)
29-04-2017,Siliguri,139.73(130.81)
29-04-2017,Jalpaiguri,NS(NS)
29-04-2017,mjunction,
29-04-2017,Cochin,127.67(113.16)
29-04-2017,Coonoor,93.03(96.63)
29-04-2017,Coimbatore,101.66(100.93)
22-04-2017,Kolkata,159.46(175.47)
22-04-2017,Guwahati,158.91(146.74)
22-04-2017,Siliguri,137.23(135.71)
22-04-2017,Jalpaiguri,NS(NS)
22-04-2017,mjunction,
22-04-2017,Cochin,137.75(114.47)
22-04-2017,Coonoor,101.21(94.17)
22-04-2017,Coimbatore,107.24(99.80)
15-04-2017,Kolkata,125.10(177.05)
15-04-2017,Guwahati,161.71(154.51)
15-04-2017,Siliguri,143.20(146.80)
15-04-2017,Jalpaiguri,NS(NS)
15-04-2017,mjunction,
15-04-2017,Cochin,NS(116.35)
15-04-2017,Coonoor,105.94(94.93)
15-04-2017,Coimbatore,110.50(99.97)
08-04-2017,Kolkata,115.00(144.87)
08-04-2017,Guwahati,130.71(170.60)
08-04-2017,Siliguri,144.27(160.00)
08-04-2017,Jalpaiguri,NS(NS)
08-04-2017,mjunction,
08-04-2017,Cochin,140.28(118.45)
08-04-2017,Coonoor,106.91(94.80)
08-04-2017,Coimbatore,110.96(100.48)
01-04-2017,Kolkata,NS(NS)
01-04-2017,Guwahati,106.47(119.23)
01-04-2017,Siliguri,120.34(140.78)
01-04-2017,Jalpaiguri,NS(NS)
01-04-2017,mjunction,
01-04-2017,Cochin,138.72(118.09)
01-04-2017,Coonoor,107.45(92.39)
01-04-2017,Coimbatore,110.15(97.70)
25-03-2017,Kolkata,118.10(NS)
25-03-2017,Guwahati,NS(NS)
25-03-2017,Siliguri,97.73(NS)
25-03-2017,Jalpaiguri,NS(NS)
25-03-2017,mjunction,
25-03-2017,Cochin,135.83(NS)
25-03-2017,Coonoor,106.87(91.30)
25-03-2017,Coimbatore,110.66(96.34)
18-03-2017,Kolkata,107.55(118.28)
18-03-2017,Guwahati,109.65(NS)
18-03-2017,Siliguri,NS(NS)
18-03-2017,Jalpaiguri,NS(NS)
18-03-2017,mjunction,
18-03-2017,Cochin,134.81(113.13)
18-03-2017,Coonoor,108.90(92.08)
18-03-2017,Coimbatore,113.53(95.91)
11-03-2017,Kolkata,108.97(NS)
11-03-2017,Guwahati,104.71(105.38)
11-03-2017,Siliguri,NS(NS)
11-03-2017,Jalpaiguri,NS(NS)
11-03-2017,mjunction,
11-03-2017,Cochin,137.00(109.27)
11-03-2017,Coonoor,110.02(94.73)
11-03-2017,Coimbatore,115.09(94.54)
04-03-2017,Kolkata,110.57(NS)
04-03-2017,Guwahati,106.29(NS)
04-03-2017,Siliguri,101.86(102.43)
04-03-2017,Jalpaiguri,NS(NS)
04-03-2017,mjunction,
04-03-2017,Cochin,136.62(111.94)
04-03-2017,Coonoor,110.44(100.50)
04-03-2017,Coimbatore,114.46(97.69)
25-02-2017,Kolkata,112.03(109.77)
25-02-2017,Guwahati,110.53(108.51)
25-02-2017,Siliguri,NS(NS)
25-02-2017,Jalpaiguri,NS(NS)
25-02-2017,mjunction,
25-02-2017,Cochin,133.21(116.29)
25-02-2017,Coonoor,109.52(106.78)
25-02-2017,Coimbatore,113.05(103.11)
18-02-2017,Kolkata,120.49(119.41)
18-02-2017,Guwahati,106.56(108.34)
18-02-2017,Siliguri,106.19(104.43)
18-02-2017,Jalpaiguri,NS(NS)
18-02-2017,mjunction,
18-02-2017,Cochin,134.48(121.16)
18-02-2017,Coonoor,107.35(110.20)
18-02-2017,Coimbatore,112.65(105.01)
11-02-2017,Kolkata,127.53(123.87)
11-02-2017,Guwahati,105.66(113.39)
11-02-2017,Siliguri,105.33(101.94)
11-02-2017,Jalpaiguri,NS(NS)
11-02-2017,mjunction,
11-02-2017,Cochin,130.75(123.63)
11-02-2017,Coonoor,106.65(110.58)
11-02-2017,Coimbatore,113.43(105.38)
04-02-2017,Kolkata,136.06(123.33)
04-02-2017,Guwahati,106.32(113.10)
04-02-2017,Siliguri,105.52(105.48)
04-02-2017,Jalpaiguri,NS(NS)
04-02-2017,mjunction,
04-02-2017,Cochin,125.80(125.89)
04-02-2017,Coonoor,106.31(104.68)
04-02-2017,Coimbatore,110.30(103.48)
28-01-2017,Kolkata,138.89(123.07)
28-01-2017,Guwahati,111.24(115.74)
28-01-2017,Siliguri,109.11(110.25)
28-01-2017,Jalpaiguri,NS(NS)
28-01-2017,mjunction,
28-01-2017,Cochin,123.61(123.81)
28-01-2017,Coonoor,106.04(102.88)
28-01-2017,Coimbatore,109.15(100.84)
21-01-2017,Kolkata,144.37(134.99)
21-01-2017,Guwahati,118.39(115.43)
21-01-2017,Siliguri,113.58(116.51)
21-01-2017,Jalpaiguri,NS(NS)
21-01-2017,mjunction,
21-01-2017,Cochin,121.75(122.57)
21-01-2017,Coonoor,107.29(97.05)
21-01-2017,Coimbatore,108.54(97.61)
14-01-2017,Kolkata,145.34(142.78)
14-01-2017,Guwahati,119.83(128.72)
14-01-2017,Siliguri,119.96(119.06)
14-01-2017,Jalpaiguri,NS(NS)
14-01-2017,mjunction,
14-01-2017,Cochin,119.31(122.63)
14-01-2017,Coonoor,109.21(95.14)
14-01-2017,Coimbatore,107.31(94.59)
07-01-2017,Kolkata,153.46(149.74)
07-01-2017,Guwahati,124.00(129.21)
07-01-2017,Siliguri,123.50(124.25)
07-01-2017,Jalpaiguri,NS(NS)
07-01-2017,mjunction,
07-01-2017,Cochin,115.88(116.16)
07-01-2017,Coonoor,108.91(90.39)
07-01-2017,Coimbatore,106.65(91.43)
29-12-2018,Kolkata,162.56(154.45)
29-12-2018,Guwahati,133.79(137.07)
29-12-2018,Siliguri,142.60(131.80)
29-12-2018,Jalpaiguri,NS(NS)	
29-12-2018,mjunction,
29-12-2018,Cochin,NS(NS)
29-12-2018,Coonoor,NS(NS)
29-12-2018,Coimbatore,NS(NS)
22-12-2018,Kolkata,167.97(154.59)
22-12-2018,Guwahati,137.09(140.05)
22-12-2018,Siliguri,144.23(131.38)
22-12-2018,Jalpaiguri,NS(NS)
22-12-2018,mjunction,
22-12-2018,Cochin,127.78(114.04)
22-12-2018,Coonoor,97.64(84.21)
22-12-2018,Coimbatore,105.74(92.70)
15-12-2018,Kolkata,171.66(161.44)
15-12-2018,Guwahati,140.90(140.74)
15-12-2018,Siliguri,148.93(129.80)
15-12-2018,Jalpaiguri,NS (NS)
15-12-2018,mjunction,
15-12-2018,Cochin,126.17(112.90)
15-12-2018,Coonoor,98.47(82.19)
15-12-2018,Coimbatore,111.56(90.66)
08-12-2018,Kolkata,173.83(166.25)
08-12-2018,Guwahati,143.75(140.21)
08-12-2018,Siliguri,146.49(128.04)
08-12-2018,Jalpaiguri,NS(NS)
08-12-2018,mjunction,
08-12-2018,Cochin,127.88(112.68)
08-12-2018,Coonoor,102.08(78.38)
08-12-2018,Coimbatore,112.38(90.16)
01-12-2018,Kolkata,170.50(165.46)
01-12-2018,Guwahati,147.73(142.71)
01-12-2018,Siliguri,151.40(131.48)
01-12-2018,Jalpaiguri,NS( NS)
01-12-2018,mjunction,
01-12-2018,Cochin,128.00(113.35)
01-12-2018,Coonoor,103.71(75.22)
01-12-2018,Coimbatore,114.81(89.75)
24-11-2018,Kolkata,166.78(168.06)
24-11-2018,Guwahati,147.42(143.87)
24-11-2018,Siliguri,146.67(133.58)
24-11-2018,Jalpaiguri,NS(NS)
24-11-2018,mjunction,
24-11-2018,Cochin,126.89(114.93)
24-11-2018,Coonoor,102.53(75.90)
24-11-2018,Coimbatore,112.14(92.03)
17-11-2018,Kolkata,169.67(169.25)
17-11-2018,Guwahati,147.66(142.35)
17-11-2018,Siliguri,146.60(133.28)
17-11-2018,Jalpaiguri,NS(NS)
17-11-2018,mjunction,
17-11-2018,Cochin,124.43(113.61)
17-11-2018,Coonoor,100.72(77.00)
17-11-2018,Coimbatore,109.39(90.40)
10-11-2018,Kolkata,177.65(173.52)
10-11-2018,Guwahati,152.11(144.61)
10-11-2018,Siliguri,138.11(131.16)
10-11-2018,Jalpaiguri,NS(NS)
10-11-2018,mjunction,
10-11-2018,Cochin,123.37(113.06)
10-11-2018,Coonoor,NS (78.51)
10-11-2018,Coimbatore,NS (93.47)
27-10-2018,Kolkata,169.82(170.93)
27-10-2018,Guwahati,149.99(152.32)
27-10-2018,Siliguri,141.61(129.01)
27-10-2018,Jalpaiguri,NS(NS)
27-10-2018,mjunction,
27-10-2018,Cochin,124.88(112.29)
27-10-2018,Coonoor,93.81(81.85)
27-10-2018,Coimbatore,108.28(90.55)
13-10-2018,Kolkata,171.15(168.59)
13-10-2018,Guwahati,148.69(153.90)
13-10-2018,Siliguri,136.28(128.37)
13-10-2018,Jalpaiguri,NS(NS)
13-10-2018,mjunction,
13-10-2018,Cochin,127.30(115.07)
13-10-2018,Coonoor,94.26(82.12)
13-10-2018,Coimbatore,108.78(88.81)
20-10-2018,Kolkata,NS(170.10)
20-10-2018,Guwahati,NS(149.11)
20-10-2018,Siliguri,NS(132.99)
20-10-2018,Jalpaiguri,NS(NS)
20-10-2018,mjunction,
20-10-2018,Cochin,126.14(114.11)
20-10-2018,Coonoor,93.14(NS)
20-10-2018,Coimbatore,107.41(NS)
06-10-2018,Kolkata,170.67(176.15)
06-10-2018,Guwahati,148.30(151.47)
06-10-2018,Siliguri,135.01(127.21)
06-10-2018,Jalpaiguri,NS(NS)
06-10-2018,mjunction,
06-10-2018,Cochin,128.53(113.57)
06-10-2018,Coonoor,94.85(80.84)
06-10-2018,Coimbatore,113.40(90.32)
29-09-2018,Kolkata,169.82(NS)
29-09-2018,Guwahati,147.24(NS)
29-09-2018,Siliguri,131.94(NS)
29-09-2018,Jalpaiguri,NS(NS)
29-09-2018,mjunction,
29-09-2018,Cochin,134.54(111.73)
29-09-2018,Coonoor,95.67(80.26)
29-09-2018,Coimbatore,110.89(84.59)
22-09-2018,Kolkata,168.57(170.80)
22-09-2018,Guwahati,148.95(154.15)
22-09-2018,Siliguri,134.49(127.38)
22-09-2018,Jalpaiguri,NS(NS)
22-09-2018,mjunction,
22-09-2018,Cochin,137.96(114.37)
22-09-2018,Coonoor,95.98(78.04)
22-09-2018,Coimbatore,112.65(83.36)
15-09-2018,Kolkata,170.87(165.43)
15-09-2018,Guwahati,151.04(149.92)
15-09-2018,Siliguri,138.42(126.74)
15-09-2018,Jalpaiguri,NS(NS)	
15-09-2018,mjunction,
15-09-2018,Cochin,135.77(109.98)
15-09-2018,Coonoor,95.97(72.15)
15-09-2018,Coimbatore,111.69(80.99)
08-09-2018,Kolkata,168.96(171.23)
08-09-2018,Guwahati,154.24(148.41)
08-09-2018,Siliguri,140.40(124.18)
08-09-2018,Jalpaiguri,NS(NS)
08-09-2018,mjunction,
08-09-2018,Cochin,137.46(NS)
08-09-2018,Coonoor,95.11(69.03)
08-09-2018,Coimbatore,110.15(78.53)
01-09-2018,Kolkata,170.78(167.65)
01-09-2018,Guwahati,156.89(150.40)
01-09-2018,Siliguri,138.80(124.67)
01-09-2018,Jalpaiguri,NS(NS)
01-09-2018,mjunction,
01-09-2018,Cochin,137.07(112.39)
01-09-2018,Coonoor,95.36(65.64)
01-09-2018,Coimbatore,107.87(82.30)
25-08-2018,Kolkata,173.53(176.74)
25-08-2018,Guwahati,156.75(153.87)
25-08-2018,Siliguri,137.75(124.43)
25-08-2018,Jalpaiguri,NS (NS)
25-08-2018,mjunction,
25-08-2018,Cochin,NS(114.15)
25-08-2018,Coonoor,92.67(65.54)
25-08-2018,Coimbatore,101.21(81.82)
18-08-2018,Kolkata,181.20(179.36)
18-08-2018,Guwahati,158.15(153.62)
18-08-2018,Siliguri,138.88(126.25)
18-08-2018,Jalpaiguri,NS(NS)
18-08-2018,mjunction,
18-08-2018,Cochin,124.71(112.76)
18-08-2018,Coonoor,87.96(67.35)
18-08-2018,Coimbatore,98.72(82.24)
11-08-2018,Kolkata,181.60(179.36)
11-08-2018,Guwahati,160.76(156.91)
11-08-2018,Siliguri,139.99(124.33)
11-08-2018,Jalpaiguri,NS( NS)
11-08-2018,mjunction,
11-08-2018,Cochin,125.27(112.60)
11-08-2018,Coonoor,86.79(71.80)
11-08-2018,Coimbatore,97.22(85.17)
04-04-2018,Kolkata,184.80(172.64)
04-04-2018,Guwahati,162.80(157.15)
04-04-2018,Siliguri,142.64(127.64)
04-04-2018,Jalpaiguri,NS(NS)
04-04-2018,mjunction,
04-04-2018,Cochin,121.73(113.23)
04-04-2018,Coonoor,84.90(74.82)
04-04-2018,Coimbatore,94.07(83.93)
28-07-2018,Kolkata,186.91(178.67)
28-07-2018,Guwahati,164.58(154.10)
28-07-2018,Siliguri,145.01(126.41)
28-07-2018,Jalpaiguri,NS(NS)
28-07-2018,mjunction,
28-07-2018,Cochin,120.95(110.06)
28-07-2018,Coonoor,83.06(75.67)
28-07-2018,Coimbatore,91.88(81.00)
21-07-2018,Kolkata,185.11(181.57)
21-07-2018,Guwahati,164.19(151.93)
21-07-2018,Siliguri,146.36(129.39)
21-07-2018,Jalpaiguri,NS(NS)
21-07-2018,mjunction,
21-07-2018,Cochin,115.05(109.91)
21-07-2018,Coonoor,82.09(73.51)
21-07-2018,Coimbatore,94.65(83.39)
14-07-2018,Kolkata,189.75(177.56)
14-07-2018,Guwahati,163.99(151.95)
14-07-2018,Siliguri,144.89(132.76)
14-07-2018,Jalpaiguri,NS(NS)
14-07-2018,mjunction,
14-07-2018,Cochin,115.78(110.82)
14-07-2018,Coonoor,81.80(71.41)
14-07-2018,Coimbatore,93.54(87.01)
07-07-2018,Kolkata,197.96(189.36)
07-07-2018,Guwahati,161.81(153.24)
07-07-2018,Siliguri,146.71(132.59)
07-07-2018,Jalpaiguri,NS(NS)
07-07-2018,mjunction,
07-07-2018,Cochin,115.33(108.89)
07-07-2018,Coonoor,78.77(82.54)
07-07-2018,Coimbatore,90.11(93.58)
30-06-2018,Kolkata,196.80(184.15)
30-06-2018,Guwahati,165.32(151.22)
30-06-2018,Siliguri,150.39(135.59)
30-06-2018,Jalpaiguri,NS(NS)
30-06-2018,mjunction,
30-06-2018,Cochin,115.65(108.67)
30-06-2018,Coonoor,78.32(73.31)
30-06-2018,Coimbatore,92.10(88.67)
23-06-2018,Kolkata,188.19(179.98)
23-06-2018,Guwahati,168.70(157.82)
23-06-2018,Siliguri,149.15(140.97)
23-06-2018,Jalpaiguri,NS(NS)	
23-06-2018,mjunction,
23-06-2018,Cochin,117.16(113.16)
23-06-2018,Coonoor,77.82(77.77)
23-06-2018,Coimbatore,89.68(88.62)
16-06-2018,Kolkata,182.49(176.75)
16-06-2018,Guwahati,161.37(157.68)
16-06-2018,Siliguri,143.53(144.50)
16-06-2018,Jalpaiguri,NS(NS)
16-06-2018,mjunction,
16-06-2018,Cochin,119.29(114.67)
16-06-2018,Coonoor,78.68(77.91)
16-06-2018,Coimbatore,90.69(88.37)
09-06-2018,Kolkata,174.75(171.31)
09-06-2018,Guwahati,153.80(150.64)
09-06-2018,Siliguri,145.45(138.24)
09-06-2018,Jalpaiguri,NS(NS)
09-06-2018,mjunction,
09-06-2018,Cochin,119.77(114.96)
09-06-2018,Coonoor,78.58(78.61)
09-06-2018,Coimbatore,92.22(88.67)
02-06-2018,Kolkata,169.82(159.56)
02-06-2018,Guwahati,151.75(140.27)
02-06-2018,Siliguri,151.43(132.88)
02-06-2018,Jalpaiguri,NS(NS)
02-06-2018,mjunction,
02-06-2018,Cochin,115.90(111.81)
02-06-2018,Coonoor,78.80(79.89)
02-06-2018,Coimbatore,92.57(90.13)
26-05-2018,Kolkata,171.01(160.02)
26-05-2018,Guwahati,143.04(131.51)
26-05-2018,Siliguri,149.14(135.55)
26-05-2018,Jalpaiguri,NS(NS)	
26-05-2018,mjunction,
26-05-2018,Cochin,116.17(116.31)
26-05-2018,Coonoor,79.00(84.37)
26-05-2018,Coimbatore,93.76(93.53)
19-05-2018,Kolkata,180.60(171.53)
19-05-2018,Guwahati,146.64(132.07)
19-05-2018,Siliguri,142.90(143.32)
19-05-2018,Jalpaiguri,NS(NS)
19-05-2018,mjunction,
19-05-2018,Cochin,118.83(119.59)
19-05-2018,Coonoor,80.05(87.76)
19-05-2018,Coimbatore,90.74(93.98)
12-05-2018,Kolkata,187.78(172.36)
12-05-2018,Guwahati,146.66(139.69)
12-05-2018,Siliguri,134.20(140.96)
12-05-2018,Jalpaiguri,NS (NS)
12-05-2018,mjunction,
12-05-2018,Cochin,121.45(117.98)
12-05-2018,Coonoor,83.51(88.29)
12-05-2018,Coimbatore,94.76(94.19)
05-05-2018,Kolkata,186.67(175.16)
05-05-2018,Guwahati,155.39(142.32)
05-05-2018,Siliguri,134.89(138.16)
05-05-2018,Jalpaiguri,NS(NS)
05-05-2018,mjunction,
05-05-2018,Cochin,124.50(122.87)
05-05-2018,Coonoor,87.38(87.93)
05-05-2018,Coimbatore,100.85(99.71)
28-04-2018,Kolkata,167.10(163.15)
28-04-2018,Guwahati,161.55(149.23)
28-04-2018,Siliguri,144.21(139.83)
28-04-2018,Jalpaiguri,NS( NS)
28-04-2018,mjunction,
28-04-2018,Cochin,122.91(127.67)
28-04-2018,Coonoor,91.97(93.03)
28-04-2018,Coimbatore,103.58(101.66)
21-04-2018,Kolkata,164.51(159.46)
21-04-2018,Guwahati,154.58(158.91)
21-04-2018,Siliguri,152.46(137.23)
21-04-2018,Jalpaiguri,NS(NS)
21-04-2018,mjunction,
21-04-2018,Cochin,125.92(137.75)
21-04-2018,Coonoor,95.55(101.21)
21-04-2018,Coimbatore,105.55(107.24)
14-04-2018,Kolkata,123.79(125.10)
14-04-2018,Guwahati,155.00(161.71)
14-04-2018,Siliguri,159.42(143.20)
14-04-2018,Jalpaiguri,NS(NS)
14-04-2018,mjunction,
14-04-2018,Cochin,124.02(NS)
14-04-2018,Coonoor,95.39(105.94)
14-04-2018,Coimbatore,106.05(110.50)
07-04-2018,Kolkata,143.14(115.00)
07-04-2018,Guwahati,143.14(115.00)
07-04-2018,Siliguri,165.00(144.27)
07-04-2018,Jalpaiguri,NS(NS)
07-04-2018,mjunction,
07-04-2018,Cochin,124.51(140.29)
07-04-2018,Coonoor,95.38(106.91)
07-04-2018,Coimbatore,106.78(110.96)
31-03-2018,Kolkata,NS(NS)
31-03-2018,Guwahati,98.31(106.47)
31-03-2018,Siliguri,93.98(120.34)
31-03-2018,Jalpaiguri,NS(NS)
31-03-2018,mjunction,
31-03-2018,Cochin,NS(138.72)
31-03-2018,Coonoor,96.58(107.45)
31-03-2018,Coimbatore,107.53(110.15)
24-03-2018,Kolkata,111.02(118.10)
24-03-2018,Guwahati,NS(NS)
24-03-2018,Siliguri,NS(97.73)
24-03-2018,Jalpaiguri,NS(NS)
24-03-2018,mjunction,
24-03-2018,Cochin,127.62(135.83)
24-03-2018,Coonoor,95.49(106.87)
24-03-2018,Coimbatore,106.20(110.66)
17-03-2018,Kolkata,NS(107.55)
17-03-2018,Guwahati,NS(109.65)
17-03-2018,Siliguri,NS(NS)
17-03-2018,Jalpaiguri,NS(NS)
17-03-2018,mjunction,
17-03-2018,Cochin,126.43(134.81)
17-03-2018,Coonoor,94.07(108.90)
17-03-2018,Coimbatore,107.53(113.53)
10-03-2018,Kolkata,NS(108.97)
10-03-2018,Guwahati,99.46(104.71)
10-03-2018,Siliguri,92.69(NS)
10-03-2018,Jalpaiguri,NS(NS)
10-03-2018,mjunction,
10-03-2018,Cochin,123.99(137.00)
10-03-2018,Coonoor,95.14(110.02)
10-03-2018,Coimbatore,103.71(115.09)
03-03-2018,Kolkata,116.89(110.57)
03-03-2018,Guwahati,99.35(106.29)
03-03-2018,Siliguri,NS(NS)
03-03-2018,Jalpaiguri,NS(NS)
03-03-2018,mjunction,
03-03-2018,Cochin,122.60(136.62)
03-03-2018,Coonoor,94.38(110.44)
03-03-2018,Coimbatore,104.44(114.46)
24-02-2018,Kolkata,116.79(112.03)
24-02-2018,Guwahati,99.89(110.53)
24-02-2018,Siliguri,96.48(NS)
24-02-2018,Jalpaiguri,NS(NS)
24-02-2018,mjunction,
24-02-2018,Cochin,122.94(133.21)
24-02-2018,Coonoor,95.88(109.52)
24-02-2018,Coimbatore,106.35(113.05)
17-02-2018,Kolkata,120.71(120.49)
17-02-2018,Guwahati,103.30(106.56)
17-02-2018,Siliguri,102.45(106.19)
17-02-2018,Jalpaiguri,NS(NS)
17-02-2018,mjunction,
17-02-2018,Cochin,123.12(134.48)
17-02-2018,Coonoor,97.21(107.35)
17-02-2018,Coimbatore,105.34(112.65)
10-02-2018,Kolkata,123.87(127.53)
10-02-2018,Guwahati,104.79(105.66)
10-02-2018,Siliguri,103.47(105.33)
10-02-2018,Jalpaiguri,NS(NS)
10-02-2018,mjunction,
10-02-2018,Cochin,126.08(130.75)
10-02-2018,Coonoor,95.43(106.65)
10-02-2018,Coimbatore,101.36(113.43)
03-02-2018,Kolkata,131.21(136.06)
03-02-2018,Guwahati,108.48(106.32)
03-02-2018,Siliguri,110.24(105.52)
03-02-2018,Jalpaiguri,NS(NS)
03-02-2018,mjunction,
03-02-2018,Cochin,124.91(125.80)
03-02-2018,Coonoor,93.40(106.31)
03-02-2018,Coimbatore,100.72(110.30)
27-01-2018,Kolkata,130.46(138.89)
27-01-2018,Guwahati,112.10(111.24)
27-01-2018,Siliguri,112.50(109.11)
27-01-2018,Jalpaiguri,NS (NS)
27-01-2018,mjunction,
27-01-2018,Cochin,124.30(123.61)
27-01-2018,Coonoor,90.40(106.04)
27-01-2018,Coimbatore,96.66(109.15)
20-01-2018,Kolkata,135.68(144.37)
20-01-2018,Guwahati,120.65(118.39)
20-01-2018,Siliguri,123.34(113.58)
20-01-2018,Jalpaiguri,NS(NS)
20-01-2018,mjunction,
20-01-2018,Cochin,123.01(121.75)
20-01-2018,Coonoor,87.74(107.29)
20-01-2018,Coimbatore,98.18(108.54)
14-01-2018,Kolkata,141.71(145.34)
14-01-2018,Guwahati,126.54(119.83)
14-01-2018,Siliguri,125.05(119.96)
14-01-2018,Jalpaiguri,NS( NS)
14-01-2018,mjunction,
14-01-2018,Cochin,120.39(119.31)
14-01-2018,Coonoor,88.51(109.21)
14-01-2018,Coimbatore,95.62(107.31)
07-01-2018,Kolkata,149.26(153.46)
07-01-2018,Guwahati,132.73(124.00)
07-01-2018,Siliguri,129.69(123.50)
07-01-2018,Jalpaiguri,NS(NS)
07-01-2018,mjunction,
07-01-2018,Cochin,114.04(115.88)
07-01-2018,Coonoor,88.77(108.91)
07-01-2018,Coimbatore,92.51(106.65)
28-12-2019,Kolkata,159.24(162.56)
28-12-2019,Guwahati,134.74(133.79)
28-12-2019,Siliguri,135.64(142.60)
28-12-2019,Jalpaiguri,NS(NS)
28-12-2019,mjunction,
28-12-2019,Cochin,119.12(NS)
28-12-2019,Coonoor,NS(NS)
28-12-2019,Coimbatore,NS(NS)
21-12-2019,Kolkata,163.07(167.97)
